"id","hour","temp","atemp","hum","windspeed","casual"
"2",0.478260869565217,0.2,0.1818,0.69,0.3881,2
"2",0.521739130434783,0.2,0.1818,0.59,0.3582,8
"2",0.565217391304348,0.2,0.1818,0.44,0.3284,7
"2",0.608695652173913,0.2,0.1667,0.32,0.4925,12
"2",0.652173913043478,0.2,0.1667,0.32,0.4478,5
"2",0.695652173913043,0.18,0.1364,0.29,0.4478,8
"2",0.739130434782609,0.16,0.1212,0.37,0.5522,5
"2",0.782608695652174,0.14,0.1212,0.39,0.2985,3
"2",0.826086956521739,0.14,0.1212,0.36,0.2537,4
"2",0.869565217391304,0.12,0.1212,0.36,0.2537,0
"2",0.91304347826087,0.12,0.1061,0.39,0.3582,2
"2",0.956521739130435,0.12,0.1061,0.36,0.3881,1
"2",1,0.1,0.0606,0.39,0.4478,0
"3",0,0.18,0.2424,0.55,0,3
"3",0.0434782608695652,0.16,0.197,0.59,0.0896,2
"3",0.0869565217391304,0.16,0.197,0.59,0.0896,0
"3",0.130434782608696,0.16,0.2273,0.59,0,1
"3",0.173913043478261,0.16,0.2273,0.59,0,0
"3",0.217391304347826,0.16,0.2273,0.59,0,0
"3",0.260869565217391,0.14,0.1667,0.63,0.1045,1
"3",0.304347826086957,0.14,0.2121,0.63,0,1
"3",0.347826086956522,0.14,0.1515,0.63,0.1343,1
"3",0.391304347826087,0.16,0.1818,0.64,0.1343,2
"3",0.434782608695652,0.18,0.197,0.59,0.1642,2
"3",0.478260869565217,0.2,0.197,0.55,0.2239,18
"3",0.521739130434783,0.24,0.2273,0.48,0.2239,15
"3",0.565217391304348,0.28,0.2576,0.38,0.2985,21
"3",0.608695652173913,0.3,0.2879,0.39,0.2836,26
"3",0.652173913043478,0.32,0.3182,0.36,0.194,21
"3",0.695652173913043,0.34,0.3333,0.34,0.194,33
"3",0.739130434782609,0.32,0.303,0.36,0.2836,29
"3",0.782608695652174,0.3,0.2879,0.45,0.2537,15
"3",0.826086956521739,0.32,0.303,0.39,0.2537,14
"3",0.869565217391304,0.32,0.303,0.39,0.2537,6
"3",0.91304347826087,0.32,0.303,0.39,0.2239,6
"3",0.956521739130435,0.3,0.3182,0.42,0.1045,0
"3",1,0.3,0.2879,0.45,0.2836,5
"4",0,0.04,0.0303,0.45,0.2537,0
"4",0.0434782608695652,0.04,0,0.41,0.3881,3
"4",0.0869565217391304,0.04,0.0303,0.41,0.2537,0
"4",0.130434782608696,0.04,0.0303,0.41,0.2836,1
"4",0.173913043478261,0.02,0.0152,0.48,0.2985,0
"4",0.260869565217391,0.02,0.0303,0.44,0.2239,0
"4",0.304347826086957,0.02,0.0152,0.44,0.2836,0
"4",0.347826086956522,0.02,0,0.44,0.3284,1
"4",0.391304347826087,0.04,0.0303,0.41,0.2537,3
"4",0.434782608695652,0.04,0.0606,0.41,0.1642,3
"4",0.478260869565217,0.06,0.0758,0.38,0.1343,4
"4",0.521739130434783,0.06,0.1061,0.38,0.1045,10
"4",0.565217391304348,0.08,0.1667,0.35,0,12
"4",0.608695652173913,0.1,0.1364,0.33,0.1045,11
"4",0.652173913043478,0.12,0.1515,0.28,0,10
"4",0.695652173913043,0.12,0.1364,0.28,0.194,11
"4",0.739130434782609,0.12,0.197,0.28,0,8
"4",0.782608695652174,0.08,0.0909,0.35,0.194,0
"4",0.826086956521739,0.08,0.1061,0.35,0.1343,6
"4",0.869565217391304,0.06,0.0758,0.45,0.1642,1
"4",0.91304347826087,0.06,0.1061,0.41,0.0896,0
"4",0.956521739130435,0.06,0.1515,0.49,0,7
"4",1,0.04,0.0758,0.57,0.1045,2
"5",0,0.22,0.197,0.64,0.3582,2
"5",0.0434782608695652,0.22,0.2273,0.64,0.194,0
"5",0.0869565217391304,0.22,0.2273,0.64,0.1642,0
"5",0.130434782608696,0.2,0.2121,0.64,0.1343,3
"5",0.173913043478261,0.16,0.1818,0.69,0.1045,1
"5",0.260869565217391,0.16,0.1818,0.64,0.1343,0
"5",0.304347826086957,0.16,0.1818,0.59,0.1045,1
"5",0.347826086956522,0.18,0.197,0.55,0.1642,3
"5",0.391304347826087,0.18,0.2121,0.59,0.0896,0
"5",0.434782608695652,0.18,0.2121,0.64,0.1045,4
"5",0.478260869565217,0.18,0.197,0.64,0.1343,4
"5",0.521739130434783,0.2,0.197,0.59,0.194,12
"5",0.565217391304348,0.22,0.2273,0.55,0.1642,9
"5",0.608695652173913,0.22,0.2273,0.6,0.1343,10
"5",0.652173913043478,0.22,0.2121,0.69,0.2537,22
"5",0.695652173913043,0.24,0.2424,0.6,0.1642,19
"5",0.739130434782609,0.24,0.2879,0.6,0,9
"5",0.782608695652174,0.22,0.2273,0.69,0.1343,9
"5",0.826086956521739,0.22,0.2121,0.69,0.2537,6
"5",0.869565217391304,0.18,0.2121,0.74,0.0896,1
"5",0.91304347826087,0.18,0.2121,0.74,0.0896,1
"5",0.956521739130435,0.16,0.197,0.8,0.0896,4
"5",1,0.16,0.197,0.8,0.0896,3
"6",0,0.24,0.2424,0.7,0.1642,3
"6",0.0434782608695652,0.24,0.2424,0.65,0.1642,1
"6",0.0869565217391304,0.24,0.2424,0.75,0.1642,5
"6",0.130434782608696,0.24,0.2424,0.75,0.1642,1
"6",0.173913043478261,0.22,0.2273,0.93,0.1343,0
"6",0.217391304347826,0.2,0.2273,1,0.0896,0
"6",0.260869565217391,0.2,0.2576,1,0,0
"6",0.304347826086957,0.22,0.2576,0.93,0.0896,0
"6",0.347826086956522,0.2,0.2273,1,0.0896,0
"6",0.391304347826087,0.2,0.2273,1,0.0896,3
"6",0.434782608695652,0.2,0.2121,1,0.1343,3
"6",0.478260869565217,0.22,0.2273,1,0.1343,1
"6",0.521739130434783,0.22,0.2273,1,0.1642,10
"6",0.565217391304348,0.22,0.2273,1,0.1642,10
"6",0.608695652173913,0.22,0.2727,1,0,5
"6",0.652173913043478,0.22,0.2727,1,0,11
"6",0.695652173913043,0.22,0.2273,1,0.1343,8
"6",0.739130434782609,0.24,0.2121,1,0.2836,14
"6",0.782608695652174,0.28,0.2424,0.93,0.4478,2
"6",0.826086956521739,0.28,0.2424,0.93,0.4478,6
"6",0.869565217391304,0.3,0.2879,0.87,0.2537,5
"6",0.91304347826087,0.26,0.2576,1,0.194,3
"6",0.956521739130435,0.26,0.2727,0.93,0.1343,2
"6",1,0.26,0.2576,0.93,0.2239,7
"7",0,0.16,0.197,0.69,0.0896,3
"7",0.0434782608695652,0.14,0.2121,0.86,0,2
"7",0.0869565217391304,0.14,0.2121,0.8,0,2
"7",0.130434782608696,0.12,0.197,0.8,0,3
"7",0.173913043478261,0.12,0.1667,0.74,0.0896,0
"7",0.217391304347826,0.12,0.1667,0.74,0.0896,0
"7",0.260869565217391,0.12,0.1364,0.93,0.194,1
"7",0.304347826086957,0.12,0.1515,0.8,0.1045,2
"7",0.347826086956522,0.14,0.1515,0.86,0.1343,2
"7",0.391304347826087,0.16,0.1818,0.64,0.1343,5
"7",0.434782608695652,0.22,0.2121,0.41,0.2537,13
"7",0.478260869565217,0.3,0.2727,0.28,0.3284,30
"7",0.521739130434783,0.3,0.2727,0.39,0.4627,27
"7",0.565217391304348,0.3,0.2727,0.39,0.4179,32
"7",0.608695652173913,0.34,0.3182,0.31,0.2836,30
"7",0.652173913043478,0.34,0.303,0.29,0.4179,47
"7",0.695652173913043,0.34,0.303,0.29,0.4179,42
"7",0.739130434782609,0.32,0.2879,0.31,0.5224,24
"7",0.782608695652174,0.28,0.2576,0.38,0.3284,4
"7",0.826086956521739,0.28,0.2727,0.38,0.1642,2
"7",0.869565217391304,0.26,0.2576,0.41,0.2239,1
"7",0.91304347826087,0.26,0.303,0.41,0,9
"7",0.956521739130435,0.24,0.2576,0.44,0.0896,6
"7",1,0.22,0.2273,0.51,0.1343,1
"8",0,0.48,0.4697,0.12,0.4925,6
"8",0.0434782608695652,0.46,0.4545,0.14,0.4179,10
"8",0.0869565217391304,0.44,0.4394,0.13,0.3881,3
"8",0.130434782608696,0.42,0.4242,0.14,0.2985,0
"8",0.173913043478261,0.4,0.4091,0.15,0.3284,0
"8",0.217391304347826,0.4,0.4091,0.15,0.3284,0
"8",0.260869565217391,0.4,0.4091,0.17,0.4179,3
"8",0.304347826086957,0.38,0.3939,0.17,0.5224,6
"8",0.347826086956522,0.38,0.3939,0.17,0.5821,9
"8",0.391304347826087,0.4,0.4091,0.16,0.6567,18
"8",0.434782608695652,0.42,0.4242,0.16,0.5821,34
"8",0.478260869565217,0.44,0.4394,0.16,0.5821,47
"8",0.521739130434783,0.44,0.4394,0.18,0.4925,38
"8",0.565217391304348,0.44,0.4394,0.16,0.6119,52
"8",0.608695652173913,0.46,0.4545,0.15,0.6567,102
"8",0.652173913043478,0.44,0.4394,0.16,0.7463,84
"8",0.695652173913043,0.44,0.4394,0.16,0.6418,39
"8",0.739130434782609,0.42,0.4242,0.19,0.6119,36
"8",0.782608695652174,0.36,0.3182,0.25,0.4478,21
"8",0.826086956521739,0.34,0.303,0.29,0.3582,5
"8",0.869565217391304,0.32,0.2879,0.28,0.5224,9
"8",0.91304347826087,0.32,0.2727,0.26,0.5522,4
"8",0.956521739130435,0.3,0.2576,0.28,0.4925,2
"8",1,0.28,0.2424,0.33,0.4478,4
"9",0,0.24,0.2273,0.52,0.194,3
"9",0.0434782608695652,0.24,0.2121,0.52,0.2985,2
"9",0.0869565217391304,0.22,0.197,0.6,0.3582,3
"9",0.130434782608696,0.22,0.2273,0.55,0.1343,1
"9",0.173913043478261,0.22,0.2576,0.6,0.0896,1
"9",0.217391304347826,0.22,0.2424,0.64,0.1045,1
"9",0.260869565217391,0.22,0.2727,0.6,0,1
"9",0.304347826086957,0.22,0.2576,0.6,0.0896,1
"9",0.347826086956522,0.24,0.2879,0.6,0,2
"9",0.391304347826087,0.26,0.2576,0.56,0.1642,9
"9",0.434782608695652,0.3,0.303,0.49,0.1343,14
"9",0.478260869565217,0.3,0.3333,0.45,0,26
"9",0.521739130434783,0.32,0.3182,0.45,0.1642,45
"9",0.565217391304348,0.34,0.3182,0.42,0.2537,38
"9",0.608695652173913,0.34,0.303,0.36,0.3284,57
"9",0.652173913043478,0.36,0.3333,0.4,0.2836,40
"9",0.695652173913043,0.36,0.3333,0.46,0.2836,41
"9",0.739130434782609,0.36,0.3485,0.43,0.2239,53
"9",0.782608695652174,0.34,0.3333,0.46,0.194,26
"9",0.826086956521739,0.32,0.303,0.49,0.2537,30
"9",0.869565217391304,0.3,0.303,0.56,0.1642,8
"9",0.91304347826087,0.28,0.2727,0.65,0.2537,9
"9",0.956521739130435,0.28,0.2727,0.75,0.2239,8
"9",1,0.28,0.2576,0.75,0.2836,5
"10",0,0.28,0.2879,0.81,0.1045,4
"10",0.0434782608695652,0.3,0.3182,0.81,0.1045,5
"10",0.0869565217391304,0.3,0.2879,0.87,0.194,5
"10",0.130434782608696,0.3,0.2879,0.87,0.194,0
"10",0.173913043478261,0.3,0.303,0.93,0.1642,0
"10",0.217391304347826,0.3,0.303,1,0.1343,0
"10",0.260869565217391,0.3,0.2879,1,0.2239,1
"10",0.304347826086957,0.3,0.2727,1,0.2985,5
"10",0.347826086956522,0.3,0.2727,1,0.2985,11
"10",0.391304347826087,0.32,0.303,0.93,0.2239,15
"10",0.434782608695652,0.34,0.3333,0.93,0.194,34
"10",0.478260869565217,0.4,0.4091,0.76,0.2239,43
"10",0.521739130434783,0.44,0.4394,0.67,0.2537,46
"10",0.565217391304348,0.46,0.4545,0.67,0.2836,60
"10",0.608695652173913,0.48,0.4697,0.59,0.2836,80
"10",0.652173913043478,0.46,0.4545,0.63,0.2985,83
"10",0.695652173913043,0.48,0.4697,0.59,0.2985,74
"10",0.739130434782609,0.48,0.4697,0.59,0.3582,60
"10",0.782608695652174,0.48,0.4697,0.59,0.3284,37
"10",0.826086956521739,0.46,0.4545,0.67,0.3284,27
"10",0.869565217391304,0.44,0.4394,0.77,0.3284,12
"10",0.91304347826087,0.44,0.4394,0.72,0.3284,12
"10",0.956521739130435,0.42,0.4242,0.77,0.2985,16
"10",1,0.44,0.4394,0.77,0.2985,10
"11",0,0.26,0.2727,0.6,0.1343,4
"11",0.0434782608695652,0.24,0.2273,0.65,0.194,3
"11",0.0869565217391304,0.24,0.2273,0.65,0.194,0
"11",0.130434782608696,0.24,0.2273,0.65,0.2537,1
"11",0.173913043478261,0.24,0.2273,0.65,0.2537,0
"11",0.217391304347826,0.22,0.2273,0.69,0.194,0
"11",0.260869565217391,0.22,0.2121,0.75,0.2537,2
"11",0.304347826086957,0.24,0.2273,0.7,0.194,4
"11",0.347826086956522,0.26,0.2576,0.65,0.1642,9
"11",0.391304347826087,0.28,0.2879,0.65,0.1045,25
"11",0.434782608695652,0.32,0.303,0.66,0.2239,21
"11",0.478260869565217,0.34,0.303,0.49,0.3284,36
"11",0.521739130434783,0.34,0.3182,0.53,0.2836,51
"11",0.565217391304348,0.36,0.3333,0.51,0.3582,62
"11",0.608695652173913,0.4,0.4091,0.5,0.4478,70
"11",0.652173913043478,0.42,0.4242,0.44,0.4925,81
"11",0.695652173913043,0.46,0.4545,0.41,0.4478,100
"11",0.739130434782609,0.46,0.4545,0.44,0.3284,99
"11",0.782608695652174,0.42,0.4242,0.54,0.1642,54
"11",0.826086956521739,0.42,0.4242,0.54,0.0896,26
"11",0.869565217391304,0.4,0.4091,0.58,0.1045,22
"11",0.91304347826087,0.38,0.3939,0.62,0,36
"11",0.956521739130435,0.36,0.3788,0.71,0,7
"11",1,0.38,0.3939,0.66,0.0896,11
"12",0,0.6,0.6212,0.53,0.2537,26
"12",0.0434782608695652,0.58,0.5455,0.46,0.3582,16
"12",0.0869565217391304,0.56,0.5303,0.43,0.2239,5
"12",0.130434782608696,0.54,0.5152,0.39,0.3284,1
"12",0.173913043478261,0.52,0.5,0.34,0.4179,1
"12",0.217391304347826,0.52,0.5,0.34,0.4179,0
"12",0.260869565217391,0.44,0.4394,0.44,0.4179,0
"12",0.304347826086957,0.4,0.4091,0.5,0.3284,4
"12",0.347826086956522,0.42,0.4242,0.47,0.4925,11
"12",0.391304347826087,0.42,0.4242,0.44,0.4627,35
"12",0.434782608695652,0.44,0.4394,0.38,0.4179,55
"12",0.478260869565217,0.46,0.4545,0.36,0.4478,90
"12",0.521739130434783,0.46,0.4545,0.33,0.4179,126
"12",0.565217391304348,0.5,0.4848,0.34,0.4627,174
"12",0.608695652173913,0.5,0.4848,0.31,0.4925,168
"12",0.652173913043478,0.5,0.4848,0.29,0.4179,170
"12",0.695652173913043,0.5,0.4848,0.31,0.3881,175
"12",0.739130434782609,0.48,0.4697,0.31,0.3284,138
"12",0.782608695652174,0.46,0.4545,0.31,0.3284,92
"12",0.826086956521739,0.44,0.4394,0.33,0.2836,38
"12",0.869565217391304,0.42,0.4242,0.35,0.2239,39
"12",0.91304347826087,0.4,0.4091,0.37,0.2985,20
"12",0.956521739130435,0.4,0.4091,0.37,0.3284,27
"12",1,0.38,0.3939,0.4,0.2985,13
"13",0,0.26,0.2424,0.38,0.2836,3
"13",0.0434782608695652,0.26,0.2273,0.38,0.2985,3
"13",0.0869565217391304,0.22,0.2121,0.44,0.2239,4
"13",0.130434782608696,0.2,0.197,0.47,0.194,2
"13",0.173913043478261,0.22,0.2121,0.44,0.2239,2
"13",0.217391304347826,0.2,0.197,0.51,0.194,0
"13",0.260869565217391,0.18,0.1818,0.55,0.194,2
"13",0.304347826086957,0.2,0.197,0.51,0.194,18
"13",0.347826086956522,0.22,0.2273,0.44,0.1343,24
"13",0.391304347826087,0.24,0.2424,0.41,0.1343,32
"13",0.434782608695652,0.26,0.2576,0.41,0.1642,32
"13",0.478260869565217,0.28,0.2727,0.38,0.1642,75
"13",0.521739130434783,0.3,0.2879,0.36,0.194,98
"13",0.565217391304348,0.32,0.303,0.33,0.2239,94
"13",0.608695652173913,0.34,0.3182,0.29,0.2239,93
"13",0.652173913043478,0.34,0.3333,0.29,0.194,110
"13",0.695652173913043,0.34,0.3333,0.23,0.194,118
"13",0.739130434782609,0.32,0.303,0.24,0.2239,102
"13",0.782608695652174,0.32,0.3182,0.21,0.1642,64
"13",0.826086956521739,0.28,0.2727,0.45,0.2537,45
"13",0.869565217391304,0.28,0.2727,0.45,0.2537,18
"13",0.91304347826087,0.26,0.2576,0.44,0.194,15
"13",0.956521739130435,0.28,0.2727,0.41,0.2239,17
"13",1,0.26,0.2424,0.44,0.2836,10
"14",0,0.3,0.3333,0.61,0,3
"14",0.0434782608695652,0.26,0.2727,0.65,0.1343,4
"14",0.0869565217391304,0.24,0.2424,0.75,0.1343,1
"14",0.130434782608696,0.24,0.2424,0.7,0.1642,1
"14",0.173913043478261,0.24,0.2424,0.7,0.1642,0
"14",0.217391304347826,0.24,0.2424,0.75,0.1642,1
"14",0.260869565217391,0.26,0.2727,0.7,0.1045,5
"14",0.304347826086957,0.26,0.2727,0.7,0.1045,2
"14",0.347826086956522,0.3,0.3182,0.7,0.1045,10
"14",0.391304347826087,0.34,0.3485,0.66,0.1045,22
"14",0.434782608695652,0.36,0.3485,0.57,0.1642,41
"14",0.478260869565217,0.4,0.4091,0.47,0.1642,72
"14",0.521739130434783,0.32,0.3333,0.81,0.1343,84
"14",0.565217391304348,0.34,0.3333,0.81,0.1343,56
"14",0.608695652173913,0.32,0.303,0.76,0.3284,97
"14",0.652173913043478,0.34,0.303,0.76,0.3881,72
"14",0.695652173913043,0.38,0.3939,0.62,0.3284,111
"14",0.739130434782609,0.38,0.3939,0.54,0.3582,89
"14",0.782608695652174,0.38,0.3939,0.54,0.194,69
"14",0.826086956521739,0.36,0.3333,0.53,0.3582,71
"14",0.869565217391304,0.34,0.3182,0.53,0.2836,29
"14",0.91304347826087,0.32,0.303,0.61,0.2537,24
"14",0.956521739130435,0.32,0.303,0.61,0.2985,14
"14",1,0.32,0.3182,0.61,0.1642,20
"15",0,0.3,0.2879,0.87,0.2239,5
"15",0.0434782608695652,0.3,0.303,0.87,0.1343,3
"15",0.0869565217391304,0.32,0.303,0.87,0.2239,2
"15",0.130434782608696,0.3,0.2879,1,0.2537,3
"15",0.173913043478261,0.3,0.2727,1,0.2537,0
"15",0.217391304347826,0.3,0.2879,0.93,0.2239,0
"15",0.260869565217391,0.3,0.2879,0.93,0.194,0
"15",0.304347826086957,0.3,0.303,0.93,0.1642,8
"15",0.347826086956522,0.32,0.303,0.93,0.1642,7
"15",0.391304347826087,0.34,0.3485,0.87,0.1045,27
"15",0.434782608695652,0.34,0.3333,0.87,0.1343,43
"15",0.478260869565217,0.36,0.3636,0.81,0,51
"15",0.521739130434783,0.36,0.3485,0.81,0.1343,79
"15",0.565217391304348,0.36,0.3788,0.81,0,114
"15",0.608695652173913,0.36,0.3485,0.81,0.1343,94
"15",0.652173913043478,0.36,0.3788,0.87,0,85
"15",0.695652173913043,0.38,0.3939,0.82,0,73
"15",0.739130434782609,0.38,0.3939,0.82,0.0896,128
"15",0.782608695652174,0.38,0.3939,0.82,0.1045,48
"15",0.826086956521739,0.38,0.3939,0.82,0.1343,47
"15",0.869565217391304,0.38,0.3939,0.87,0.1642,19
"15",0.91304347826087,0.36,0.3485,0.93,0.1343,10
"15",0.956521739130435,0.36,0.3485,0.93,0.1343,21
"15",1,0.38,0.3939,0.87,0.0896,12
"16",0,0.36,0.3485,0.81,0.2239,7
"16",0.0434782608695652,0.36,0.3333,0.87,0.2836,5
"16",0.0869565217391304,0.36,0.3485,0.87,0.1343,5
"16",0.130434782608696,0.36,0.3485,0.87,0.1642,5
"16",0.173913043478261,0.36,0.3485,0.87,0.2239,1
"16",0.217391304347826,0.38,0.3939,0.87,0.2836,1
"16",0.260869565217391,0.4,0.4091,0.82,0.3284,1
"16",0.304347826086957,0.4,0.4091,0.82,0.4179,3
"16",0.347826086956522,0.4,0.4091,0.87,0.3582,7
"16",0.391304347826087,0.4,0.4091,1,0.2985,2
"16",0.434782608695652,0.42,0.4242,0.94,0.3881,1
"16",0.478260869565217,0.42,0.4242,0.94,0.4478,4
"16",0.521739130434783,0.46,0.4545,0.88,0.5821,6
"16",0.565217391304348,0.46,0.4545,0.94,0.5224,9
"16",0.608695652173913,0.52,0.5,0.83,0.5821,14
"16",0.652173913043478,0.52,0.5,0.83,0.5821,16
"16",0.695652173913043,0.5,0.4848,0.88,0.4627,6
"16",0.739130434782609,0.5,0.4848,0.88,0.5821,1
"16",0.782608695652174,0.5,0.4848,0.94,0.3881,6
"16",0.826086956521739,0.52,0.5,0.94,0.4179,9
"16",0.869565217391304,0.44,0.4394,0.94,0.2239,4
"16",0.91304347826087,0.44,0.4394,0.94,0,1
"16",0.956521739130435,0.42,0.4242,1,0,2
"16",1,0.44,0.4394,0.77,0.2836,5
"17",0,0.32,0.3182,1,0.194,0
"17",0.0434782608695652,0.32,0.3182,1,0.194,5
"17",0.0869565217391304,0.32,0.3333,1,0.1343,3
"17",0.130434782608696,0.32,0.3333,1,0.0896,0
"17",0.173913043478261,0.34,0.3636,1,0,2
"17",0.217391304347826,0.34,0.3636,1,0,1
"17",0.260869565217391,0.34,0.3333,1,0.1642,0
"17",0.304347826086957,0.34,0.3333,1,0.1642,2
"17",0.347826086956522,0.36,0.3333,1,0.2537,15
"17",0.391304347826087,0.38,0.3939,0.94,0.2985,13
"17",0.434782608695652,0.42,0.4242,0.88,0.2239,36
"17",0.478260869565217,0.46,0.4545,0.88,0.2239,68
"17",0.521739130434783,0.52,0.5,0.83,0.4179,94
"17",0.565217391304348,0.52,0.5,0.83,0.3881,126
"17",0.608695652173913,0.58,0.5455,0.78,0.3582,182
"17",0.652173913043478,0.6,0.5909,0.73,0.3881,171
"17",0.695652173913043,0.6,0.5909,0.73,0.2836,180
"17",0.739130434782609,0.6,0.5909,0.73,0.3284,168
"17",0.782608695652174,0.58,0.5455,0.78,0.194,149
"17",0.826086956521739,0.56,0.5303,0.83,0.2836,84
"17",0.869565217391304,0.54,0.5152,0.88,0.2537,45
"17",0.91304347826087,0.56,0.5303,0.83,0.2836,32
"17",0.956521739130435,0.58,0.5455,0.78,0.2537,55
"17",1,0.54,0.5152,0.88,0.1642,31
"18",0,0.44,0.4394,0.54,0.2537,33
"18",0.0434782608695652,0.44,0.4394,0.54,0.1642,15
"18",0.0869565217391304,0.44,0.4394,0.54,0.2239,12
"18",0.130434782608696,0.42,0.4242,0.54,0.194,4
"18",0.173913043478261,0.42,0.4242,0.54,0.2239,2
"18",0.217391304347826,0.42,0.4242,0.54,0.3881,3
"18",0.260869565217391,0.4,0.4091,0.58,0.2836,10
"18",0.304347826086957,0.4,0.4091,0.54,0.3881,21
"18",0.347826086956522,0.4,0.4091,0.54,0.2985,21
"18",0.391304347826087,0.44,0.4394,0.51,0.3582,35
"18",0.434782608695652,0.48,0.4697,0.44,0.3881,94
"18",0.478260869565217,0.5,0.4848,0.42,0.3582,120
"18",0.521739130434783,0.52,0.5,0.42,0.3881,178
"18",0.565217391304348,0.54,0.5152,0.39,0.2985,185
"18",0.608695652173913,0.54,0.5152,0.39,0.2239,184
"18",0.652173913043478,0.56,0.5303,0.37,0.1343,217
"18",0.695652173913043,0.58,0.5455,0.37,0.194,191
"18",0.739130434782609,0.56,0.5303,0.43,0.1343,162
"18",0.782608695652174,0.54,0.5152,0.43,0.1343,134
"18",0.826086956521739,0.54,0.5152,0.43,0.1343,150
"18",0.869565217391304,0.44,0.4394,0.62,0.1343,65
"18",0.91304347826087,0.44,0.4394,0.62,0.1343,58
"18",0.956521739130435,0.44,0.4394,0.67,0.1045,37
"18",1,0.44,0.4394,0.67,0.1045,34
"19",0,0.42,0.4242,0.82,0.1343,10
"19",0.0434782608695652,0.42,0.4242,0.82,0.1045,8
"19",0.0869565217391304,0.42,0.4242,0.82,0.0896,5
"19",0.130434782608696,0.42,0.4242,0.77,0.0896,9
"19",0.173913043478261,0.4,0.4091,0.82,0.1045,1
"19",0.217391304347826,0.46,0.4545,0.59,0.1343,4
"19",0.260869565217391,0.42,0.4242,0.77,0.0896,1
"19",0.304347826086957,0.48,0.4697,0.59,0,8
"19",0.347826086956522,0.52,0.5,0.52,0.194,19
"19",0.391304347826087,0.54,0.5152,0.49,0.2836,54
"19",0.434782608695652,0.56,0.5303,0.49,0.2985,90
"19",0.478260869565217,0.56,0.5303,0.43,0,132
"19",0.521739130434783,0.6,0.6212,0.4,0.194,129
"19",0.565217391304348,0.6,0.6212,0.35,0.2836,196
"19",0.608695652173913,0.6,0.6212,0.35,0.1642,143
"19",0.652173913043478,0.6,0.6212,0.38,0.2537,148
"19",0.695652173913043,0.6,0.6212,0.38,0.194,119
"19",0.739130434782609,0.58,0.5455,0.4,0.2239,138
"19",0.782608695652174,0.58,0.5455,0.37,0.1642,114
"19",0.826086956521739,0.56,0.5303,0.43,0.194,88
"19",0.869565217391304,0.56,0.5303,0.43,0.1343,82
"19",0.91304347826087,0.54,0.5152,0.49,0.2239,58
"19",0.956521739130435,0.54,0.5152,0.49,0.194,26
"19",1,0.5,0.4848,0.59,0.1045,30
"20",0,0.5,0.4848,0.88,0.1343,24
"20",0.0434782608695652,0.5,0.4848,0.88,0.1343,18
"20",0.0869565217391304,0.5,0.4848,0.88,0.1343,15
"20",0.130434782608696,0.5,0.4848,0.88,0.1343,5
"20",0.173913043478261,0.5,0.4848,0.82,0.1642,1
"20",0.217391304347826,0.5,0.4848,0.82,0.1045,7
"20",0.260869565217391,0.5,0.4848,0.88,0.1045,2
"20",0.304347826086957,0.48,0.4697,1,0,4
"20",0.347826086956522,0.5,0.4848,0.94,0,16
"20",0.391304347826087,0.52,0.5,0.94,0.0896,14
"20",0.434782608695652,0.52,0.5,0.94,0.1642,34
